journey_id,train_no,train_name,source_station,destination_station,zone,distance_km,journey_date,year,month,season,scheduled_arrival,actual_arrival,delay_mins,delay_category,delay_reason,platform_no,passengers_count,train_type
JRN1640,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-10-11,2022,October,Winter,15:00,15:43,43,Moderate Delay,Cold wave speed restriction,1,651,Express
JRN1641,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-05-19,2022,May,Summer,04:15,04:15,0,On Time,No Delay,6,575,Superfast
JRN1642,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-01-19,2022,January,Winter,11:45,11:59,14,Minor Delay,Late running due to fog,3,541,Express
JRN1643,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2024-08-06,2024,August,Monsoon,09:15,10:06,51,Moderate Delay,Landslide near track,5,737,Express
JRN1644,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-12-23,2022,December,Winter,10:30,11:24,54,Moderate Delay,Technical snag,7,604,Express
JRN1645,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-04-01,2023,April,Summer,09:30,10:14,44,Moderate Delay,Track maintenance,7,912,Mail
JRN1646,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2024-09-07,2024,September,Monsoon,14:30,15:58,88,Major Delay,Track waterlogging,4,651,Superfast
JRN1647,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-12-28,2024,December,Winter,18:30,19:25,55,Moderate Delay,Late running due to fog,8,745,Superfast
JRN1648,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-01-28,2023,January,Winter,19:15,19:19,4,Minor Delay,Cold wave speed restriction,2,651,Express
JRN1649,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-08-21,2023,August,Monsoon,11:15,12:45,90,Major Delay,Signal failure due to rain,5,745,Superfast
JRN1650,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2022-05-15,2022,May,Summer,23:15,23:48,33,Moderate Delay,Congestion at junction,7,502,Express
JRN1651,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2024-06-01,2024,June,Monsoon,11:00,12:20,80,Major Delay,Track waterlogging,8,580,Express
JRN1652,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2022-07-20,2022,July,Monsoon,21:00,21:59,59,Moderate Delay,Track waterlogging,5,868,Superfast
JRN1653,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-03-20,2022,March,Summer,13:00,13:03,3,Minor Delay,Late running connecting train,5,840,Superfast
JRN1654,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-08-19,2024,August,Monsoon,06:00,08:12,132,Severe Delay,Flood affected route,2,764,Superfast
JRN1655,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-03-25,2023,March,Summer,12:15,12:24,9,Minor Delay,Late running connecting train,7,855,Mail
JRN1656,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-10-11,2023,October,Winter,17:30,17:30,0,On Time,No Delay,7,896,Superfast
JRN1657,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-09-18,2024,September,Monsoon,05:15,07:51,156,Severe Delay,Signal failure due to rain,2,868,Superfast
JRN1658,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-05-15,2024,May,Summer,21:15,21:15,0,On Time,No Delay,1,769,Express
JRN1659,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2023-06-18,2023,June,Monsoon,17:45,19:51,126,Severe Delay,Track waterlogging,7,934,Superfast
JRN1660,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-09-10,2024,September,Monsoon,16:45,17:59,74,Major Delay,Heavy rainfall on track,8,502,Express
JRN1661,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-04-14,2024,April,Summer,19:30,19:30,0,On Time,No Delay,7,689,Superfast
JRN1662,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-02-08,2024,February,Winter,08:15,08:15,0,On Time,No Delay,4,502,Express
JRN1663,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-10-18,2023,October,Winter,10:30,11:23,53,Moderate Delay,Technical snag,5,599,Mail
JRN1664,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2022-06-21,2022,June,Monsoon,04:15,05:18,63,Major Delay,Track waterlogging,4,518,Express
JRN1665,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-10-13,2023,October,Winter,21:45,22:10,25,Minor Delay,Technical snag,6,830,Superfast
JRN1666,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2022-05-13,2022,May,Summer,12:15,12:15,0,On Time,No Delay,8,915,Superfast
JRN1667,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2022-09-04,2022,September,Monsoon,09:30,12:35,185,Severe Delay,Flood affected route,5,589,Mail
JRN1668,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-05-17,2024,May,Summer,18:30,18:56,26,Minor Delay,Late running connecting train,8,675,Express
JRN1669,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-06-12,2024,June,Monsoon,07:00,09:19,139,Severe Delay,Heavy rainfall on track,5,670,Superfast
JRN1670,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-04-06,2022,April,Summer,20:15,20:43,28,Minor Delay,Signal failure,2,811,Superfast
JRN1671,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-06-20,2024,June,Monsoon,09:45,11:32,107,Major Delay,Flood affected route,7,821,Superfast
JRN1672,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-01-11,2024,January,Winter,08:15,09:12,57,Moderate Delay,Technical snag,4,502,Express
JRN1673,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2023-06-15,2023,June,Monsoon,05:00,07:12,132,Severe Delay,Track waterlogging,7,594,Superfast
JRN1674,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-11-25,2023,November,Winter,21:30,22:10,40,Moderate Delay,Cold wave speed restriction,2,612,Express
JRN1675,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-06-25,2022,June,Monsoon,10:00,11:32,92,Major Delay,Heavy rainfall on track,6,698,Superfast
JRN1676,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2023-02-07,2023,February,Winter,04:45,04:45,0,On Time,No Delay,1,533,Express
JRN1677,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-09-20,2024,September,Monsoon,15:15,18:17,182,Severe Delay,Heavy rainfall on track,7,726,Superfast
JRN1678,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-03-28,2024,March,Summer,13:15,13:15,0,On Time,No Delay,2,717,Superfast
JRN1679,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-01-21,2024,January,Winter,09:30,10:46,76,Major Delay,Late running due to fog,2,549,Express
JRN1680,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-06-04,2022,June,Monsoon,05:15,06:18,63,Major Delay,Landslide near track,4,594,Superfast
JRN1681,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-10-27,2023,October,Winter,14:45,15:11,26,Minor Delay,Dense fog signal restriction,6,682,Express
JRN1682,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-09-03,2022,September,Monsoon,13:00,13:00,0,On Time,No Delay,5,915,Superfast
JRN1683,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-06-10,2024,June,Monsoon,20:30,21:57,87,Major Delay,Track waterlogging,8,821,Superfast
JRN1684,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-12-05,2023,December,Winter,14:00,14:22,22,Minor Delay,Late running due to fog,8,774,Superfast
JRN1685,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-01-07,2024,January,Winter,05:15,06:31,76,Major Delay,Dense fog signal restriction,8,646,Mail
JRN1686,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-08-12,2024,August,Monsoon,19:45,22:09,144,Severe Delay,Heavy rainfall on track,4,612,Express
JRN1687,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-09-01,2023,September,Monsoon,14:30,17:10,160,Severe Delay,Signal failure due to rain,5,525,Express
JRN1688,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-04-13,2024,April,Summer,18:30,19:15,45,Moderate Delay,Engine technical issue,4,830,Superfast
JRN1689,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-11-13,2022,November,Winter,18:45,18:45,0,On Time,No Delay,6,714,Express
JRN1690,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-08-11,2022,August,Monsoon,11:00,13:08,128,Severe Delay,Signal failure due to rain,4,925,Superfast
JRN1691,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-11-02,2022,November,Winter,15:45,16:33,48,Moderate Delay,Cold wave speed restriction,3,620,Express
JRN1692,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-07-17,2024,July,Monsoon,10:45,11:40,55,Moderate Delay,Landslide near track,6,736,Superfast
JRN1693,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-12-18,2024,December,Winter,04:00,04:44,44,Moderate Delay,Track inspection,8,934,Superfast
JRN1694,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-04-28,2023,April,Summer,09:30,09:30,0,On Time,No Delay,6,566,Superfast
JRN1695,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2022-04-18,2022,April,Summer,22:15,22:18,3,Minor Delay,Late running connecting train,6,745,Superfast
JRN1696,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-04-26,2024,April,Summer,08:30,10:16,106,Major Delay,Late running connecting train,5,684,Mail
JRN1697,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-01-13,2023,January,Winter,11:15,11:19,4,Minor Delay,Late running due to fog,3,906,Superfast
JRN1698,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-08-27,2022,August,Monsoon,04:45,05:17,32,Moderate Delay,Heavy rainfall on track,5,594,Superfast
JRN1699,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-05-01,2023,May,Summer,12:30,14:02,92,Major Delay,Late running connecting train,4,789,Mail
JRN1700,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-07-09,2022,July,Monsoon,22:00,00:21,141,Severe Delay,Flood affected route,1,792,Superfast
JRN1701,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-05-10,2022,May,Summer,22:15,22:15,0,On Time,No Delay,6,660,Superfast
JRN1702,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-10-14,2024,October,Winter,21:15,23:10,115,Major Delay,Technical snag,8,931,Mail
JRN1703,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-08-20,2024,August,Monsoon,23:00,23:56,56,Moderate Delay,Signal failure due to rain,5,717,Superfast
JRN1704,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-09-08,2024,September,Monsoon,07:30,08:29,59,Moderate Delay,Heavy rainfall on track,7,859,Superfast
JRN1705,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-08-06,2023,August,Monsoon,15:45,18:08,143,Severe Delay,Signal failure due to rain,1,679,Superfast
JRN1706,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-03-15,2024,March,Summer,15:00,15:00,0,On Time,No Delay,3,821,Superfast
JRN1707,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-01-10,2024,January,Winter,08:00,08:00,0,On Time,No Delay,5,802,Superfast
JRN1708,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-06-04,2023,June,Monsoon,08:00,11:38,218,Severe Delay,Signal failure due to rain,8,761,Express
JRN1709,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-08-09,2022,August,Monsoon,05:00,07:45,165,Severe Delay,Flood affected route,6,941,Mail
JRN1710,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2024-03-15,2024,March,Summer,21:00,21:48,48,Moderate Delay,Engine technical issue,4,670,Superfast
JRN1711,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-02-09,2022,February,Winter,17:45,18:36,51,Moderate Delay,Technical snag,2,573,Express
JRN1712,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-09-08,2023,September,Monsoon,11:30,12:51,81,Major Delay,Signal failure due to rain,7,494,Express
JRN1713,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2024-02-16,2024,February,Winter,08:45,09:07,22,Minor Delay,Dense fog signal restriction,4,887,Superfast
JRN1714,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-04-14,2022,April,Summer,20:15,21:02,47,Moderate Delay,Late running connecting train,6,689,Superfast
JRN1715,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-10-11,2024,October,Winter,06:45,06:59,14,Minor Delay,Late running due to fog,3,764,Superfast
JRN1716,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-10-18,2024,October,Winter,15:30,16:27,57,Moderate Delay,Dense fog signal restriction,8,651,Express
JRN1717,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-09-27,2024,September,Monsoon,14:00,15:50,110,Major Delay,Landslide near track,5,821,Superfast
JRN1718,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-04-02,2023,April,Summer,23:15,23:15,0,On Time,No Delay,4,659,Express
JRN1719,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2023-07-15,2023,July,Monsoon,21:15,23:03,108,Major Delay,Flood affected route,6,925,Superfast
JRN1720,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-05-24,2024,May,Summer,21:15,22:07,52,Moderate Delay,Signal failure,5,906,Superfast
JRN1721,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2023-07-13,2023,July,Monsoon,11:45,12:58,73,Major Delay,Signal failure due to rain,3,755,Superfast
JRN1722,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-07-03,2023,July,Monsoon,08:15,09:27,72,Major Delay,Track waterlogging,8,785,Express
JRN1723,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-08-15,2022,August,Monsoon,04:00,04:51,51,Moderate Delay,Track waterlogging,7,906,Superfast
JRN1724,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-03-09,2024,March,Summer,20:30,21:24,54,Moderate Delay,Congestion at junction,7,730,Express
JRN1725,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-07-13,2022,July,Monsoon,16:30,19:55,205,Severe Delay,Signal failure due to rain,1,675,Express
JRN1726,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-04-19,2024,April,Summer,15:30,15:30,0,On Time,No Delay,1,585,Superfast
JRN1727,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-05-18,2024,May,Summer,22:30,22:30,0,On Time,No Delay,1,830,Superfast
JRN1728,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-11-13,2022,November,Winter,14:15,14:16,1,Minor Delay,Dense fog signal restriction,4,580,Express
JRN1729,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-05-17,2024,May,Summer,23:15,23:15,0,On Time,No Delay,3,541,Express
JRN1730,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-12-19,2023,December,Winter,10:15,10:28,13,Minor Delay,Late running due to fog,6,533,Express
JRN1731,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-08-24,2023,August,Monsoon,18:00,18:00,0,On Time,No Delay,7,651,Superfast
JRN1732,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-03-17,2023,March,Summer,15:45,16:44,59,Moderate Delay,Engine technical issue,7,868,Superfast
JRN1733,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-09-10,2023,September,Monsoon,06:00,09:47,227,Severe Delay,Flood affected route,8,874,Mail
JRN1734,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-11-08,2023,November,Winter,06:15,06:24,9,Minor Delay,Dense fog signal restriction,4,708,Superfast
JRN1735,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-06-07,2024,June,Monsoon,12:00,13:06,66,Major Delay,Flood affected route,8,774,Superfast
JRN1736,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-08-22,2022,August,Monsoon,12:15,15:17,182,Severe Delay,Flood affected route,6,665,Mail
JRN1737,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-12-20,2023,December,Winter,21:00,22:16,76,Major Delay,Dense fog signal restriction,4,761,Express
JRN1738,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-09-13,2024,September,Monsoon,17:45,17:45,0,On Time,No Delay,2,628,Express
JRN1739,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-11-08,2024,November,Winter,14:45,14:50,5,Minor Delay,Late running due to fog,4,783,Superfast
JRN1740,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-12-24,2023,December,Winter,22:15,23:05,50,Moderate Delay,Late running due to fog,8,698,Superfast
JRN1741,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-06-18,2022,June,Monsoon,22:00,23:09,69,Major Delay,Flood affected route,8,651,Superfast
JRN1742,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-10-10,2022,October,Winter,21:15,21:15,0,On Time,No Delay,2,580,Express
JRN1743,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-02-13,2024,February,Winter,15:15,15:22,7,Minor Delay,Late running due to fog,4,628,Express
JRN1744,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-09-04,2022,September,Monsoon,10:15,11:54,99,Major Delay,Landslide near track,2,613,Superfast
JRN1745,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-03-24,2023,March,Summer,05:45,07:38,113,Major Delay,Signal failure,7,903,Mail
JRN1746,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-10-15,2022,October,Winter,23:45,23:45,0,On Time,No Delay,6,874,Mail
JRN1747,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-03-05,2023,March,Summer,20:30,21:19,49,Moderate Delay,Engine technical issue,3,643,Express
JRN1748,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2024-01-06,2024,January,Winter,21:45,22:53,68,Major Delay,Track inspection,1,830,Superfast
JRN1749,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-05-03,2023,May,Summer,15:00,16:08,68,Major Delay,Signal failure,2,613,Superfast
JRN1750,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-07-28,2022,July,Monsoon,12:30,14:15,105,Major Delay,Signal failure due to rain,1,690,Express
JRN1751,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2023-11-04,2023,November,Winter,15:15,16:13,58,Moderate Delay,Late running due to fog,5,764,Superfast
JRN1752,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-10-23,2024,October,Winter,06:45,07:40,55,Moderate Delay,Track inspection,3,675,Mail
JRN1753,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-10-05,2022,October,Winter,05:00,05:20,20,Minor Delay,Track inspection,8,533,Express
JRN1754,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-12-15,2023,December,Winter,09:30,09:44,14,Minor Delay,Technical snag,6,618,Mail
JRN1755,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-10-10,2024,October,Winter,05:45,05:45,0,On Time,No Delay,4,755,Superfast
JRN1756,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-09-03,2023,September,Monsoon,22:15,01:10,175,Severe Delay,Flood affected route,8,618,Mail
JRN1757,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-11-12,2024,November,Winter,15:30,15:37,7,Minor Delay,Dense fog signal restriction,5,708,Superfast
JRN1758,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-03-14,2022,March,Summer,13:45,14:36,51,Moderate Delay,Track maintenance,8,573,Express
JRN1759,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-10-14,2022,October,Winter,10:30,11:04,34,Moderate Delay,Technical snag,4,632,Superfast
JRN1760,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-04-06,2024,April,Summer,22:45,22:45,0,On Time,No Delay,3,808,Mail
JRN1761,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-07-15,2022,July,Monsoon,15:00,16:14,74,Major Delay,Track waterlogging,4,494,Express
JRN1762,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-11-10,2023,November,Winter,23:30,23:30,0,On Time,No Delay,8,737,Express
JRN1763,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-01-06,2023,January,Winter,18:45,18:59,14,Minor Delay,Track inspection,6,944,Superfast
JRN1764,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-08-26,2022,August,Monsoon,15:30,16:58,88,Major Delay,Landslide near track,4,708,Superfast
JRN1765,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-10-17,2023,October,Winter,14:30,14:54,24,Minor Delay,Cold wave speed restriction,4,690,Express
JRN1766,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-12-11,2024,December,Winter,16:15,16:15,0,On Time,No Delay,5,944,Superfast
JRN1767,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-10-26,2024,October,Winter,04:15,04:43,28,Minor Delay,Technical snag,5,896,Superfast
JRN1768,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-10-10,2022,October,Winter,20:30,21:46,76,Major Delay,Cold wave speed restriction,5,565,Express
JRN1769,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-03-10,2024,March,Summer,19:45,20:30,45,Moderate Delay,Signal failure,8,698,Superfast
JRN1770,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-09-28,2023,September,Monsoon,08:00,08:00,0,On Time,No Delay,2,557,Express
JRN1771,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-10-01,2022,October,Winter,05:30,06:45,75,Major Delay,Technical snag,2,604,Superfast
JRN1772,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-09-11,2024,September,Monsoon,10:45,13:22,157,Severe Delay,Signal failure due to rain,2,717,Superfast
JRN1773,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-01-27,2023,January,Winter,07:00,07:00,0,On Time,No Delay,2,944,Superfast
JRN1774,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-06-15,2024,June,Monsoon,23:00,00:36,96,Major Delay,Flood affected route,1,755,Superfast
JRN1775,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-09-24,2022,September,Monsoon,20:30,21:11,41,Moderate Delay,Track waterlogging,1,830,Superfast
JRN1776,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-10-03,2022,October,Winter,04:15,04:15,0,On Time,No Delay,1,934,Superfast
JRN1777,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-09-23,2024,September,Monsoon,17:45,20:34,169,Severe Delay,Heavy rainfall on track,8,643,Express
JRN1778,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-06-28,2022,June,Monsoon,22:00,01:04,184,Severe Delay,Signal failure due to rain,3,635,Express
JRN1779,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-03-17,2024,March,Summer,08:30,09:01,31,Moderate Delay,Congestion at junction,4,585,Superfast
JRN1780,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-05-24,2022,May,Summer,07:00,08:27,87,Major Delay,Signal failure,5,682,Express
JRN1781,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-12-03,2024,December,Winter,20:00,20:33,33,Moderate Delay,Late running due to fog,2,849,Superfast
JRN1782,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-09-23,2023,September,Monsoon,20:15,22:51,156,Severe Delay,Flood affected route,7,761,Express
JRN1783,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-04-08,2023,April,Summer,14:30,15:14,44,Moderate Delay,Signal failure,8,925,Superfast
JRN1784,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-11-26,2023,November,Winter,20:15,21:11,56,Moderate Delay,Cold wave speed restriction,1,632,Superfast
JRN1785,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-07-21,2022,July,Monsoon,16:30,16:30,0,On Time,No Delay,1,840,Superfast
JRN1786,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2022-09-07,2022,September,Monsoon,19:45,21:57,132,Severe Delay,Track waterlogging,1,588,Express
JRN1787,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-02-03,2024,February,Winter,23:15,00:34,79,Major Delay,Technical snag,1,830,Superfast
JRN1788,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-08-27,2022,August,Monsoon,10:45,12:51,126,Severe Delay,Flood affected route,2,915,Superfast
JRN1789,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-04-28,2023,April,Summer,20:45,22:06,81,Major Delay,Track maintenance,3,951,Mail
JRN1790,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2023-02-16,2023,February,Winter,14:15,14:39,24,Minor Delay,Cold wave speed restriction,4,785,Express
JRN1791,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-03-12,2024,March,Summer,16:30,16:30,0,On Time,No Delay,1,821,Superfast
JRN1792,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2023-08-18,2023,August,Monsoon,21:30,23:16,106,Major Delay,Track waterlogging,1,925,Superfast
JRN1793,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-01-25,2024,January,Winter,23:00,23:26,26,Minor Delay,Late running due to fog,1,736,Superfast
JRN1794,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-07-25,2024,July,Monsoon,23:00,01:42,162,Severe Delay,Track waterlogging,6,510,Express
JRN1795,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-01-11,2023,January,Winter,05:15,05:24,9,Minor Delay,Cold wave speed restriction,1,830,Superfast
JRN1796,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-12-11,2024,December,Winter,09:45,09:52,7,Minor Delay,Dense fog signal restriction,4,708,Superfast
JRN1797,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-06-14,2024,June,Monsoon,12:45,14:45,120,Major Delay,Flood affected route,1,675,Mail
JRN1798,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-11-21,2022,November,Winter,18:45,18:45,0,On Time,No Delay,2,769,Express
